0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.451838,0.510638,0.033626,0.489884,0.002262,0.382962,0.563596,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.894031,0.106383,0.051789,0.276555,0.003319,0.412222,0.775439,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.026636,0.12766,0.048607,0.109789,0.003467,0.422915,0.414912,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872307,0.851064,0.035937,0.398393,0.002075,0.294666,0.895175,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.443476,0.276596,0.043353,0.473222,0.002964,0.464267,0.460965,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.884651,0.723404,0.032425,0.562481,0.002306,0.537804,0.257895,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.425822,0.12766,0.055242,0.130616,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.469581,0.574468,0.05311,0.54091,0.003525,0.498705,0.420175,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.89412,0.659574,0.042632,0.569771,0.002813,0.664682,0.514474,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44268,0.170213,0.046145,0.140881,0.003012,0.181771,0.721053,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018627,0.06383,0.047856,0.319845,0.003467,0.422915,0.414912,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.911597,0.106383,0.042933,0.172716,0.002796,0.294666,0.723684,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.473563,0.446809,0.02633,0.521571,0.001743,0.559037,0.361404,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.009469,0.851064,0.063949,0.627641,0.003467,0.422915,0.414912,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.468873,1.0,0.028522,0.407914,0.001909,0.282237,0.560526,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030884,0.87234,0.074817,0.380542,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.434583,0.361702,0.050318,0.386195,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.894208,0.0,0.060556,0.613805,0.00398,0.534956,0.631579,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.460024,0.319149,0.031014,0.506843,0.002075,0.510357,0.278947,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.437901,0.361702,0.06611,0.463404,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42945,0.957447,0.058364,0.443469,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022079,0.851064,0.074517,0.319399,0.003467,0.422915,0.414912,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.469802,0.12766,0.038099,0.142517,0.002594,0.200673,0.446053,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.446794,0.595745,0.043653,0.484677,0.002991,0.525893,0.47807,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889961,0.297872,0.022877,0.228503,0.001477,0.169601,0.763596,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.459891,0.808511,0.080401,0.611723,0.005517,0.529259,0.310965,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.442193,0.489362,0.099646,0.528414,0.003467,0.422915,0.414912,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.031769,0.93617,0.07911,0.25305,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.433565,0.744681,0.071034,0.462065,0.003467,0.422915,0.414912,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000265,0.553191,0.10475,0.478578,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.004203,0.638298,0.083884,0.333234,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.026857,0.319149,0.060046,0.511455,0.003467,0.422915,0.414912,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.460555,0.297872,0.02633,0.420113,0.001751,0.472294,0.53114,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.872041,0.425532,0.028822,0.666022,0.001826,0.537286,0.70614,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.868059,0.87234,0.032064,0.324903,0.000841,0.235111,0.770614,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.91173,0.276596,0.087727,0.491818,0.005997,0.669601,0.303947,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47405,0.106383,0.024589,0.094763,0.001631,0.19912,0.767982,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.434317,0.446809,0.046625,0.332193,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.889253,0.93617,0.029212,0.465635,0.001861,0.381668,0.595175,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.911951,0.234043,0.064519,0.394079,0.004344,0.443035,0.47193,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.876289,0.297872,0.028702,0.48557,0.00187,0.620404,0.471491,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.902969,0.978723,0.099706,0.510116,0.006761,0.554376,0.335526,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.867616,0.531915,0.030233,0.543588,0.001953,0.610047,0.530263,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.474315,0.510638,0.0263,0.271199,0.001745,0.158726,0.865351,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.469006,0.212766,0.03981,0.290539,0.002673,0.274728,0.463596,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.894562,0.170213,0.02579,0.220173,0.001647,0.357069,0.791228,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469714,0.489362,0.043233,0.376376,0.002908,0.303988,0.617105,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.456528,0.191489,0.024168,0.203065,0.001618,0.274728,0.707456,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.437945,0.914894,0.046836,0.255579,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.898456,0.0,0.087186,0.533472,0.005715,0.48291,0.544298,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438034,0.297872,0.049898,0.364029,0.003467,0.422915,0.414912,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004956,0.723404,0.042572,0.671824,0.003467,0.422915,0.414912,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875802,0.0,0.028131,0.221363,0.000993,0.278353,0.841667,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.026946,0.510638,0.076708,0.356144,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.009734,0.234043,0.059625,0.181642,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.013141,0.234043,0.040801,0.10607,0.003467,0.422915,0.414912,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.906951,0.744681,0.085715,0.368492,0.006032,0.621958,0.209649,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.469227,0.617021,0.050378,0.528712,0.003326,0.447437,0.467982,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.898943,0.106383,0.047706,0.236686,0.003128,0.390471,0.589474,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.894252,0.12766,0.050679,0.291431,0.003245,0.416106,0.712281,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42507,0.851064,0.090609,0.394972,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.000841,0.510638,0.089798,0.312258,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45644,0.510638,0.032695,0.404344,0.002192,0.367944,0.51886,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.890049,0.957447,0.028762,0.648468,0.001953,0.472294,0.518421,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.898367,0.297872,0.061637,0.612467,0.004038,0.561367,0.541667,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.877085,0.978723,0.047316,0.475602,0.003214,0.378042,0.327632,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.902526,0.723404,0.044104,0.494347,0.002902,0.4029,0.494737,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.876554,0.617021,0.034706,0.5964,0.002227,0.559037,0.687281,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.005,0.425532,0.050859,0.600714,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.026946,0.191489,0.068512,0.124517,0.003467,0.422915,0.414912,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.894341,0.893617,0.059896,0.658881,0.004005,0.583894,0.517105,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.872528,0.234043,0.031134,0.433651,0.00194,0.446401,0.82807,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.893545,0.404255,0.080461,0.742636,0.005351,0.697566,0.430702,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.429539,0.021277,0.049838,0.281166,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027521,0.489362,0.076318,0.522315,0.003467,0.422915,0.414912,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.447635,0.0,0.041161,0.560101,0.002665,0.447695,0.617105,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013805,0.595745,0.133391,0.707825,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.911331,0.297872,0.049147,0.492115,0.003261,0.544278,0.482456,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.460511,0.531915,0.028372,0.499256,0.001903,0.54117,0.460088,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026724,0.93617,0.05221,0.418328,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.473652,0.978723,0.028492,0.423832,0.001853,0.398498,0.655263,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.907792,0.170213,0.02594,0.130021,0.001689,0.204298,0.719298,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.880581,0.744681,0.088747,0.555043,0.005955,0.519938,0.277193,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.446706,0.212766,0.017413,0.259149,0.001045,0.270844,0.765789,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.906951,0.638298,0.042542,0.285034,0.002948,0.430606,0.325877,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.474227,0.06383,0.025549,0.111871,0.001699,0.196271,0.739035,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.889474,0.93617,0.032605,0.555638,0.002243,0.470223,0.51886,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.894031,0.765957,0.145851,0.904641,0.009751,0.8203,0.428947,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86713,0.212766,0.030623,0.206784,0.002075,0.132315,0.59386,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867705,0.723404,0.035937,0.43856,0.002077,0.294407,0.817105,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.500111,0.0,0.062387,0.412972,0.004348,0.399793,0.168421,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.424494,0.106383,0.055242,0.051026,0.003467,0.422915,0.414912,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.872351,0.234043,0.044314,0.370574,0.000893,0.370274,0.782018,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.903544,0.574468,0.084454,0.499702,0.00564,0.477732,0.482456,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438653,0.93617,0.053381,0.405683,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44352,0.468085,0.047916,0.51562,0.003245,0.396427,0.527193,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911508,0.468085,0.042993,0.376525,0.002727,0.273951,0.819737,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000885,0.957447,0.161283,0.480512,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.473298,0.765957,0.027861,0.475751,0.00188,0.39332,0.507018,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.889916,0.106383,0.037829,0.356739,0.001878,0.416106,0.502632,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45175,0.765957,0.083133,0.877269,0.005528,0.73537,0.398684,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.889961,0.617021,0.028942,0.41327,0.001851,0.341792,0.630263,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867705,0.829787,0.031284,0.395716,0.00146,0.274987,0.836842,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.451971,0.87234,0.058034,0.74814,0.004019,0.51709,0.474561,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.890138,0.808511,0.061547,0.869087,0.004188,0.727861,0.392544,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.455953,0.0,0.040921,0.545373,0.002848,0.472035,0.485965,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46467,0.085106,0.037529,0.279679,0.00258,0.329363,0.377632,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017477,0.914894,0.074697,0.475602,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.438565,0.957447,0.051759,0.332937,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.911376,0.06383,0.047406,0.248587,0.003132,0.394614,0.606579,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.880581,0.893617,0.042662,0.403749,0.002979,0.428534,0.255702,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.87151,0.297872,0.027441,0.55787,0.001776,0.526411,0.763158,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.434096,0.425532,0.073136,0.565903,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.460997,0.085106,0.032755,0.344838,0.002212,0.340497,0.576754,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.876775,0.0,0.02639,0.271348,0.001672,0.27913,0.832456,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017477,0.170213,0.061967,0.148914,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.880979,0.553191,0.029242,0.349152,0.000839,0.280684,0.684649,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.434184,0.787234,0.066891,0.515025,0.003467,0.422915,0.414912,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.469139,0.978723,0.041672,0.415948,0.002752,0.342569,0.532018,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.451307,0.148936,0.034526,0.192205,0.00162,0.266442,0.816228,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.424848,0.914894,0.060796,0.362838,0.003467,0.422915,0.414912,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897969,0.446809,0.088357,0.564564,0.004852,0.388141,0.857456,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008628,0.893617,0.057734,0.592383,0.003467,0.422915,0.414912,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.87589,0.234043,0.034346,0.406873,0.002164,0.433195,0.797368,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.456042,0.808511,0.038699,0.708271,0.002613,0.611082,0.367544,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.89381,0.446809,0.074667,0.624665,0.005089,0.694977,0.331579,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.474271,0.489362,0.030623,0.360904,0.002027,0.117815,0.877193,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.446839,0.914894,0.038789,0.442874,0.002597,0.387623,0.658333,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.881465,0.914894,0.02612,0.383368,0.001772,0.448472,0.469298,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43383,0.340426,0.047136,0.525736,0.003467,0.422915,0.414912,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.881067,0.617021,0.080011,0.496876,0.005528,0.524081,0.299123,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.875979,0.659574,0.032935,0.638054,0.001998,0.525375,0.681579,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.86797,0.638298,0.05275,0.448974,0.0034,0.31305,0.817105,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.433565,0.297872,0.068242,0.498066,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.875935,0.553191,0.038609,0.719131,0.002524,0.616002,0.508333,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.906995,0.531915,0.089288,0.533026,0.006012,0.585966,0.315351,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.894651,0.340426,0.081332,0.668402,0.005461,0.666753,0.482895,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026724,0.808511,0.087276,0.438262,0.003467,0.422915,0.414912,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.87682,0.87234,0.025249,0.376822,0.001558,0.372864,0.657895,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.022698,0.170213,0.06563,0.055341,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.434007,0.148936,0.044134,0.059952,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.907393,0.12766,0.043233,0.193246,0.002902,0.284568,0.540789,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.455998,0.425532,0.061547,0.649063,0.004163,0.635163,0.369737,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.894606,0.170213,0.024409,0.160369,0.001577,0.268255,0.733772,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.898854,0.617021,0.069052,0.38679,0.004377,0.355515,0.771053,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.464537,0.723404,0.112736,0.388872,0.007449,0.458312,0.617544,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.447193,0.978723,0.041011,0.500595,0.002588,0.448213,0.678947,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.881421,0.851064,0.028972,0.476644,0.001967,0.537545,0.304386,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.022211,0.191489,0.063108,0.138352,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.469669,0.021277,0.030383,0.305861,0.002038,0.278094,0.573684,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085106,0.042482,0.251116,0.003467,0.422915,0.414912,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.90757,0.574468,0.089618,0.550431,0.005835,0.568358,0.471491,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.447901,0.765957,0.044254,0.842011,0.002956,0.673485,0.503509,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004557,0.255319,0.081722,0.171824,0.003467,0.422915,0.414912,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429317,0.829787,0.070914,0.456263,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.889607,0.382979,0.098655,0.572002,0.006315,0.432936,0.650877,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.446794,0.87234,0.044194,0.596697,0.003014,0.465821,0.591228,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.424583,0.489362,0.074817,0.41089,0.003467,0.422915,0.414912,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867086,0.638298,0.028792,0.283993,0.001955,0.163387,0.62193,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.469006,0.638298,0.047616,0.524695,0.003193,0.474883,0.383333,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009557,0.382979,0.041762,0.692502,0.003467,0.422915,0.414912,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.439007,0.297872,0.053321,0.398245,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.87151,0.170213,0.0266,0.229098,0.001088,0.271621,0.901754,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.030972,0.744681,0.064399,0.324755,0.003467,0.422915,0.414912,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.442724,0.957447,0.051969,0.5241,0.003511,0.368462,0.512719,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02261,0.914894,0.047076,0.312853,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018318,0.510638,0.051849,0.365367,0.003467,0.422915,0.414912,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.430069,0.319149,0.082983,0.510562,0.003467,0.422915,0.414912,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.903279,0.87234,0.041582,0.460131,0.002835,0.44407,0.342544,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.447591,0.382979,0.068932,0.721065,0.005081,0.629726,0.32193,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000575,0.468085,0.162093,0.524249,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.907084,0.765957,0.127987,0.596697,0.008758,0.776541,0.271491,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.885094,0.276596,0.068602,0.48319,0.004292,0.408079,0.509211,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.005133,0.851064,0.075267,0.528117,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.889828,0.87234,0.116308,0.757215,0.007929,0.6261,0.492105,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.880713,0.851064,0.031434,0.294109,0.001354,0.299068,0.809649,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022123,0.340426,0.067221,0.231627,0.003467,0.422915,0.414912,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.890138,0.212766,0.05224,0.321333,0.003328,0.399793,0.764474,0.0
