0,1,2,3,4,5,6,7,8,9
0.1531353,0.016682647,0.08273195,0.86602336,0.25602844,0.9700543,0.6860368,0.0061207013,0.952181,0.051807873
0.63903147,0.81951404,0.76795816,0.33398497,0.81762785,0.4787809,0.5631688,0.3930164,0.42980388,0.6303235
0.34618038,0.4057593,0.53215665,0.2933087,0.60522604,0.4229334,0.5394752,0.662206,0.48556516,0.7503038
0.36185792,0.5861086,0.8558662,0.14819215,0.98587245,0.8322385,0.81047016,0.015000045,0.79326904,0.8156929
0.6411484,0.8817039,0.7556455,0.29210374,0.7075428,0.4345348,0.53269964,0.68819845,0.33863324,0.5406971
0.89705557,0.69642246,0.7097587,0.8526285,0.7642387,0.25227904,0.35381094,0.10304223,0.41177827,0.6829193
0.6188608,0.8274832,0.50097895,0.5831932,0.32391617,0.79522973,0.55086446,0.43103564,0.5243156,0.060917735
0.67663604,0.8840582,0.6257949,0.32876164,0.23901516,0.10789753,0.31249982,0.9896633,0.119784445,0.6695846
0.37373838,0.47262484,0.48230344,0.31584582,0.41454113,0.34685156,0.47838503,0.8578276,0.39064908,0.684832
0.06896106,0.032593165,0.27480802,0.14062506,0.46109107,0.21474004,0.5213687,0.9175962,0.53369397,0.9726618
0.5783774,0.6152792,0.3963122,0.71712476,0.32793936,0.83875084,0.55623096,0.1763629,0.65729463,0.06259702
0.2853542,0.08776833,0.586989,0.2115432,0.8104511,0.037192415,0.38049984,0.8814385,0.31284568,0.9971629
0.8687563,0.4733558,0.23140171,0.9672636,0.0722296,0.41674915,0.23787293,0.34119284,0.43759483,0.078474626
0.6610732,0.8628765,0.832818,0.25503337,0.88363457,0.3812973,0.56482357,0.45897308,0.37249577,0.7774
0.41345033,0.34318992,0.3824164,0.44820365,0.25765616,0.2094139,0.37613577,0.9189067,0.33030766,0.74933445
0.034563743,0.024380283,0.21387047,0.12853749,0.51180464,0.71465135,0.7054148,0.5687596,0.7969196,0.83568376
0.16534935,0.17743984,0.384799,0.17666051,0.40811914,0.24543877,0.49344113,0.938435,0.41255727,0.90441436
0.5084686,0.8800407,0.80972433,0.12071278,0.7969886,0.30657375,0.5616892,0.87719935,0.27399656,0.8098514
0.5732131,0.7718182,0.65693307,0.36711738,0.6267216,0.5078421,0.5352474,0.5847964,0.42201498,0.47401917
0.6230233,0.6043711,0.85937995,0.14539397,0.90788835,0.013907708,0.32507408,0.9618893,0.117198825,0.99801576
0.6533843,0.8295041,0.8369589,0.2731341,0.9148415,0.43187588,0.5910543,0.28395456,0.43598828,0.7929847
0.32349113,0.821392,0.8831799,0.018156953,0.86965287,0.020905288,0.44287422,0.9978746,0.07697232,0.99713093
0.9505939,0.9558636,0.7563052,0.92640513,0.75299954,0.89602906,0.5466376,0.005647213,0.6611577,0.018548869
0.9226517,0.9917847,0.4611586,0.89783704,0.04660116,0.9404616,0.45614046,0.48536277,0.39662555,0.0003870643
0.29572797,0.044885185,0.25009954,0.6477093,0.39515433,0.27544785,0.40924007,0.44375265,0.60566384,0.8801613
0.61526394,0.5744116,0.31024343,0.81827754,0.20260902,0.8562604,0.51707697,0.16630869,0.6698641,0.032855984
0.6525893,0.9560832,0.6373118,0.36724123,0.31682208,0.7538099,0.55974275,0.80171925,0.35630673,0.050949696
0.74073803,0.8210474,0.47275898,0.8540467,0.47412395,0.9737162,0.67462116,0.0098217465,0.82327884,0.0057126717
0.9023981,0.40821669,0.22234115,0.99343854,0.2779826,0.97867125,0.5207342,0.00031537315,0.9193103,0.0020252215
0.8407957,0.95737547,0.4969889,0.77676296,0.118239686,0.74368227,0.41965222,0.69843656,0.33927137,0.013009403
0.34280133,0.04988866,0.48609126,0.46828884,0.8116887,0.10981415,0.41834947,0.36798525,0.5303729,0.98936963
0.55220234,0.79802537,0.7048892,0.45980525,0.8708823,0.94992167,0.7677163,0.014943659,0.8061095,0.08091474
0.4709191,0.5222579,0.5638007,0.31490234,0.4793209,0.16254747,0.40413132,0.9195307,0.27715433,0.8662957
0.2126236,0.08674291,0.3341895,0.2289582,0.26309422,0.027782915,0.28013256,0.9933148,0.19464862,0.9900316
0.20404242,0.15643655,0.41080523,0.26348546,0.5642984,0.38933825,0.5445642,0.6874545,0.55403954,0.8622118
0.23884001,0.13914552,0.3516535,0.29900834,0.34263125,0.14213832,0.39726546,0.9410778,0.3588962,0.9336481
0.4507734,0.6410543,0.427451,0.48330474,0.31242168,0.73536456,0.553769,0.563106,0.54275477,0.14304847
0.75028837,0.080463424,0.504174,0.86176246,0.75222945,0.05375957,0.25626975,0.17601961,0.43443078,0.98398614
0.8707875,0.9662543,0.39913514,0.87662596,0.05857221,0.8718677,0.42302212,0.5582067,0.4056097,0.0023244426
0.785883,0.9783921,0.94741064,0.11261168,0.9598198,0.24975455,0.58324295,0.67819476,0.21126729,0.88010573
0.20681874,0.63407516,0.23553394,0.3024728,0.06947437,0.860157,0.59727025,0.92413265,0.53190166,0.031829175
0.6730415,0.9424381,0.8551877,0.1881226,0.8483863,0.43651035,0.5827309,0.66849804,0.30915192,0.62379843
0.285347,0.0072377506,0.1729874,0.85948247,0.56517506,0.42529452,0.44370496,0.029514894,0.8332492,0.900588
0.5896479,0.088314146,0.610483,0.73992354,0.9397327,0.36491787,0.518665,0.010758806,0.75099665,0.9534627
0.18710233,0.14436138,0.18617749,0.4778029,0.1445584,0.67215663,0.5228114,0.73334026,0.6305755,0.28364626
0.7414753,0.769843,0.6396582,0.6631279,0.6462489,0.6263672,0.5137179,0.17199636,0.52323186,0.26871806
0.14319381,0.04365348,0.3287916,0.1843887,0.38934183,0.035419233,0.3333247,0.9855016,0.2714559,0.9943184
0.28422335,0.3065716,0.60830337,0.20515814,0.799291,0.3741685,0.5842695,0.54293203,0.52686584,0.908205
0.43857723,0.06918991,0.52269804,0.48118794,0.7651129,0.041521125,0.32378158,0.6756886,0.363573,0.99470717
0.3149747,0.4145966,0.62300575,0.24938811,0.8281526,0.66178197,0.66381377,0.22517549,0.6520394,0.70584327
0.85091937,0.9103587,0.7932529,0.6438293,0.81075954,0.58950806,0.52214456,0.11882996,0.45974842,0.30399218
0.33219808,0.21457146,0.4624056,0.3439393,0.5406433,0.20407246,0.44273677,0.79711723,0.41756332,0.9144039
0.7568965,0.08135359,0.33361018,0.9342125,0.48234248,0.15894595,0.26775047,0.102485605,0.54893273,0.86353874
0.59189355,0.025296716,0.10678572,0.9746757,0.16938278,0.64152294,0.34711322,0.020427749,0.8192641,0.23850949
0.56641155,0.7651963,0.82515067,0.24740845,0.93583196,0.57762736,0.65654796,0.14804259,0.55106026,0.76516026
0.71495134,0.7284601,0.7248112,0.49375913,0.76304847,0.2952262,0.45893577,0.4316364,0.376223,0.7570413
0.7383773,0.5059443,0.12398792,0.94308263,0.014069751,0.5551518,0.2504741,0.81733435,0.39694268,0.019276163
0.7413623,0.9981501,0.8128106,0.18434279,0.3444756,0.95011985,0.71336615,0.8375574,0.3243608,0.0026481824
0.9003191,0.7462738,0.41183072,0.95676935,0.25654227,0.7548203,0.38323024,0.048421025,0.59564155,0.029249227
0.091346905,0.03680379,0.28330743,0.23412445,0.56870925,0.46592298,0.595535,0.55607504,0.6983939,0.9137516
0.7450789,0.97662246,0.789953,0.20652518,0.39699343,0.20061295,0.40339044,0.9862895,0.112018205,0.45612898
0.6387685,0.4368362,0.61809057,0.6309789,0.7870983,0.47084555,0.50938916,0.110886335,0.5850327,0.7010154
0.7179922,0.6579537,0.6981149,0.61835766,0.8198084,0.5433396,0.53293675,0.09490745,0.56188446,0.5643784
0.6491422,0.3715221,0.7500521,0.41360226,0.8815355,0.061716534,0.3724218,0.5792632,0.30015752,0.9879605
0.27571735,0.28429493,0.3111546,0.4469564,0.2942417,0.6798619,0.55318886,0.58122367,0.6126902,0.31512988
0.7823845,0.40909964,0.6443419,0.669079,0.6471309,0.035970066,0.24487339,0.7806502,0.20807157,0.97448575
0.89434355,0.9953388,0.7921844,0.49098498,0.30442733,0.6954018,0.4820333,0.85676014,0.20026559,0.018451028
0.057355326,0.06422874,0.40475968,0.102074616,0.8076162,0.7622224,0.7599374,0.27905098,0.80716544,0.8625761
0.44989708,0.2654768,0.36469865,0.41242236,0.15259102,0.026733557,0.21587078,0.99462944,0.13213089,0.9620934
0.20108937,0.3669158,0.47282434,0.13211836,0.41363716,0.2387108,0.49832657,0.96771896,0.33008707,0.8746521
0.6427628,0.89363366,0.88138884,0.21525978,0.95666283,0.6617039,0.6937048,0.11262871,0.53963906,0.662969
0.43127388,0.6380264,0.50106,0.3393745,0.36887154,0.45775947,0.49668875,0.8432999,0.3910081,0.45321152
0.19398108,0.8546732,0.39329752,0.08809906,0.080235526,0.5817689,0.54746854,0.99657637,0.24316368,0.13729887
0.88071865,0.98544717,0.9164939,0.3099816,0.87962174,0.36368558,0.5171014,0.57672906,0.22147925,0.5085956
0.49826506,0.80386686,0.7800526,0.094329946,0.64095676,0.03869686,0.3636616,0.9940153,0.10046715,0.9779628
0.2892322,0.17489696,0.5678857,0.31547275,0.85523677,0.4939061,0.6141559,0.17130996,0.6735254,0.8984034
0.7370188,0.9732506,0.8583496,0.31264096,0.88375074,0.90011084,0.73136646,0.088348225,0.58099425,0.07933732
0.95417917,0.9245297,0.73246497,0.94632554,0.761356,0.85228413,0.50406,0.0044182735,0.6656512,0.032969296
0.26011932,0.0480212,0.3131005,0.4789524,0.47761008,0.14179485,0.38899368,0.7159602,0.49372676,0.9636646
0.13771875,0.48073518,0.512363,0.09939935,0.6125871,0.7895,0.7235627,0.69116175,0.6273758,0.45140338
0.84754866,0.86755025,0.54246676,0.8325827,0.3201789,0.6487936,0.42016324,0.27609268,0.44390017,0.06789076
0.2433228,0.07173008,0.63415897,0.22291929,0.9334209,0.16809332,0.5525559,0.28086,0.58831215,0.9932702
0.63162065,0.15198289,0.4869452,0.7114012,0.6140419,0.07918511,0.29861018,0.5238133,0.37480295,0.964175
0.3067029,0.5226456,0.6093891,0.11028985,0.4899073,0.07425857,0.40225697,0.9905319,0.17532432,0.9640293
0.09939777,0.0016554806,0.06640465,0.78503495,0.22276331,0.32527405,0.401926,0.22873193,0.8145577,0.9324479
0.46066904,0.7253866,0.18411647,0.70821595,0.030895304,0.8840357,0.49193364,0.809909,0.5347008,0.0065795532
0.67608607,0.97172314,0.6712355,0.46559808,0.5016275,0.9669744,0.7268536,0.14223038,0.6473467,0.0059252665
0.5889701,0.7035013,0.20273693,0.81057346,0.03932937,0.8297768,0.4355351,0.70622015,0.51588625,0.010278799
0.15977989,0.8437282,0.50116616,0.10734202,0.4373226,0.9733955,0.8198549,0.5085994,0.730576,0.020735875
0.5701597,0.95910156,0.70549625,0.18504287,0.38388765,0.56029177,0.5467161,0.9484482,0.2487194,0.17784686
0.6281614,0.9529974,0.5589687,0.3351176,0.14032498,0.5285774,0.45075586,0.97374946,0.21409239,0.07871286
0.92002785,0.99483335,0.9389151,0.3080204,0.88283134,0.41345328,0.52420163,0.59810424,0.18783674,0.33848378
0.4353412,0.72142863,0.9075243,0.04340738,0.9625954,0.04141533,0.5052343,0.94279647,0.17083171,0.9973037
0.8521777,0.996447,0.8074205,0.3886241,0.38892117,0.8821901,0.60908824,0.7054405,0.30059955,0.007180165
0.0618214,0.078389786,0.2631104,0.2735534,0.70533365,0.9847077,0.85774493,0.014408573,0.94794416,0.106640816
0.12862758,0.42465425,0.2250011,0.25930652,0.13554554,0.9240924,0.69021875,0.7414623,0.7013464,0.041047744
0.7800242,0.8808761,0.5771154,0.64086264,0.27946275,0.3936627,0.3821475,0.7977873,0.27953088,0.20626079
0.68653524,0.9448345,0.8424195,0.1601513,0.73035604,0.16934149,0.45946753,0.94952595,0.16018455,0.8127154
0.9554138,0.99683255,0.963324,0.34821472,0.93971294,0.3182163,0.5000962,0.46365303,0.16064067,0.47270203
0.5090415,0.8615238,0.20396657,0.699341,0.025712974,0.9307173,0.52462447,0.81197035,0.5301097,0.0022016126
0.72380537,0.8202389,0.45878923,0.81152564,0.36336127,0.9362089,0.6055849,0.05057336,0.7206121,0.012360514
0.53359365,0.79700476,0.6584014,0.39276758,0.72407174,0.83812225,0.6682627,0.1597385,0.63482517,0.17004867
0.119978555,0.07482439,0.09341074,0.55838704,0.05944931,0.8160309,0.5436395,0.7090354,0.72844315,0.110728316
0.3845752,0.14601603,0.15515716,0.8557018,0.15607987,0.89374155,0.54283154,0.079654306,0.8141592,0.046539523
0.5962045,0.8535459,0.52459955,0.52675927,0.34991094,0.82583743,0.58050376,0.43287247,0.5336945,0.05334328
0.7298653,0.9559043,0.5862074,0.6589218,0.39548817,0.9664874,0.6831125,0.08902678,0.67849004,0.0042865896
0.055279545,0.020211771,0.27230918,0.17123605,0.66347533,0.5225114,0.65145016,0.4592436,0.76413345,0.9442226
0.6815304,0.4082107,0.51419586,0.7344966,0.5720931,0.35257253,0.41162142,0.25619677,0.49624953,0.64529085
0.4322955,0.080216765,0.30338836,0.7899943,0.5545839,0.60077554,0.4981903,0.05694378,0.75875163,0.6030398
0.7461262,0.3467432,0.682023,0.7046042,0.86058253,0.18536885,0.40310144,0.12281596,0.4788351,0.93217164
0.49030995,0.53134817,0.51911473,0.44370383,0.49264944,0.43208364,0.48714122,0.63767743,0.44820487,0.57050365
0.70527685,0.72920287,0.90624356,0.22724412,0.97686076,0.13359606,0.52736473,0.27047932,0.34663332,0.9852277
0.7427103,0.6344202,0.48044428,0.7869003,0.38167933,0.52542174,0.41787472,0.29626969,0.48506132,0.23764317
0.34019384,0.067721665,0.18205759,0.62795335,0.0888134,0.055610847,0.22493768,0.97828,0.26276308,0.92647177
0.3635241,0.21057354,0.40449113,0.65006965,0.7222213,0.90926075,0.6926062,0.0149451345,0.8610093,0.20736603
0.30055726,0.34094444,0.46959072,0.43351832,0.7191825,0.8974358,0.7156946,0.054378323,0.80957705,0.23090585
0.5559977,0.746495,0.877334,0.16606364,0.96790254,0.37552926,0.64280176,0.2099616,0.4774345,0.9374666
0.46985707,0.044075623,0.15452273,0.94406855,0.35592476,0.8959972,0.54141307,0.0050349617,0.90287256,0.10753114
0.96363825,0.80236834,0.64667207,0.9612722,0.5307283,0.22808717,0.24592976,0.08832311,0.34594777,0.35908538
0.5155671,0.2586298,0.34334445,0.6774841,0.28203845,0.28094763,0.3672546,0.67928845,0.4372169,0.6493279
0.23398308,0.29649594,0.20858,0.42075238,0.08562835,0.54073286,0.4595026,0.9367714,0.45821145,0.25167876
0.15480687,0.0457724,0.4151623,0.15825982,0.5752349,0.030663503,0.35361785,0.97606283,0.27930784,0.99706715
0.46363956,0.6887941,0.69757736,0.23344105,0.75213146,0.41766658,0.5638655,0.64417213,0.41935876,0.74736375
0.8969465,0.9663373,0.8949845,0.42001194,0.8484337,0.15235427,0.39916846,0.698245,0.17149891,0.78410566
0.7379137,0.94404954,0.8041936,0.4016583,0.814161,0.7950871,0.6463537,0.16437341,0.5180225,0.15399548
0.71532714,0.9715071,0.5350887,0.69280463,0.3034088,0.99003875,0.743708,0.048040055,0.7627114,0.0007154642
0.69163305,0.7607281,0.73289096,0.576082,0.87548846,0.8183816,0.65513986,0.027248321,0.69675606,0.26720893
0.32555836,0.8958922,0.8153804,0.064995125,0.8708723,0.7431613,0.7450977,0.6281273,0.48742855,0.51196516
0.110279515,0.026545258,0.25517473,0.1971475,0.30535674,0.040252436,0.33298802,0.9864804,0.30390877,0.99344337
0.4056225,0.5924699,0.41226798,0.40889096,0.26229414,0.575428,0.5050505,0.80957866,0.4473512,0.26977494
0.8521782,0.94035757,0.76938987,0.5694553,0.61011386,0.3562271,0.42214072,0.6143448,0.2664485,0.3591585
0.86127937,0.98934925,0.9048282,0.21874453,0.7518493,0.20389105,0.4431652,0.9339225,0.120429344,0.5816836
0.37346378,0.6753615,0.6095363,0.19284351,0.5523387,0.39550552,0.53954035,0.8771333,0.3631875,0.6774878
0.9494997,0.9276631,0.79956245,0.8104983,0.63007724,0.09091504,0.24966481,0.61491007,0.16044249,0.70605326
0.8809948,0.9100609,0.7988236,0.65566343,0.76024914,0.31157312,0.41556588,0.32957378,0.31116346,0.53597194
0.36625218,0.86844546,0.67708284,0.18941148,0.7216973,0.92119217,0.76071244,0.2588652,0.66429603,0.09160968
0.33284733,0.6192595,0.8057867,0.06275685,0.87356764,0.090357274,0.513439,0.9530601,0.22478947,0.987022
0.88359284,0.9878692,0.87854135,0.44367182,0.79784936,0.68531287,0.5729297,0.32037592,0.33246726,0.117368676
0.22802185,0.29386,0.71506846,0.07154521,0.8544859,0.07308172,0.4967221,0.94548655,0.27767384,0.993834
0.79446423,0.47557744,0.26683283,0.9550591,0.19685434,0.8670481,0.4462391,0.028528389,0.7405215,0.02011157
0.25674078,0.47966626,0.5867512,0.09080152,0.46124914,0.070947275,0.4074139,0.99345446,0.172332,0.968726
0.9498392,0.9194822,0.73126125,0.882443,0.5278561,0.2112632,0.27923545,0.35856077,0.24176407,0.3673258
0.36261138,0.8146319,0.71222734,0.15296403,0.7743377,0.7791252,0.7057091,0.46269038,0.557245,0.3537519
0.40921125,0.91748685,0.7138032,0.09783206,0.49243578,0.42732462,0.5648589,0.97069955,0.24129775,0.48344287
0.79631686,0.7789989,0.74148786,0.45841333,0.58787835,0.03832229,0.2635625,0.95037377,0.124499075,0.95020163
0.07841162,0.36229265,0.365703,0.10100903,0.45605946,0.91815245,0.77775985,0.60320634,0.7492882,0.18667552
0.75959015,0.6829075,0.80907536,0.38416722,0.84284973,0.045793615,0.331612,0.8141132,0.18576361,0.9808684
0.33085576,0.484833,0.47906312,0.27353647,0.4166601,0.41104034,0.51121145,0.85748553,0.41476357,0.63547266
0.41147447,0.8354976,0.5274181,0.23235056,0.26553115,0.5619327,0.53070986,0.94108796,0.3290039,0.22578606
0.13426095,0.50225765,0.38532114,0.08732053,0.20142058,0.4077347,0.5459658,0.9898527,0.32263625,0.6002194
0.21149749,0.23293112,0.5243414,0.16565299,0.6705613,0.2732751,0.542228,0.82342947,0.45596594,0.9328794
0.25737536,0.24801713,0.24217291,0.60141265,0.29186115,0.9265052,0.661933,0.12163415,0.8147301,0.06051438
0.33982816,0.33970934,0.23935075,0.68686664,0.22566643,0.9283117,0.6307024,0.12985142,0.79148096,0.03409368
0.8342685,0.58644354,0.4186656,0.8624858,0.17765936,0.13042662,0.22601885,0.8062192,0.24027985,0.5300655
0.6941797,0.5873641,0.390437,0.8670354,0.40974772,0.91659635,0.5805222,0.023963608,0.776258,0.027950745
0.24346873,0.8554994,0.6962327,0.09815553,0.78009963,0.9365572,0.80863345,0.31497416,0.691265,0.11957583
0.37943122,0.98158884,0.8099832,0.05423307,0.66875035,0.88031495,0.76388586,0.8617953,0.40133616,0.07771808
0.8469549,0.8863188,0.53910923,0.8520986,0.3512929,0.8172956,0.4869248,0.117701985,0.5526436,0.027243204
0.90598106,0.66646755,0.7278313,0.8591541,0.79909647,0.19398859,0.33399394,0.09946432,0.39240676,0.7835013
0.95256054,0.9802741,0.90645045,0.4775047,0.6883106,0.0155292945,0.19702794,0.9805823,0.042147893,0.94457746
0.9078081,0.922255,0.70110726,0.73770493,0.3645716,0.120452695,0.25856003,0.86964566,0.14924547,0.51939183
0.26395342,0.16724114,0.42097083,0.35775322,0.5944146,0.4308303,0.538665,0.5038009,0.5880134,0.82193875
0.19323367,0.014502415,0.3287009,0.36427045,0.607501,0.029589724,0.31447712,0.8791216,0.38938847,0.99778336
0.4185258,0.2788961,0.34844804,0.670459,0.4511349,0.7953325,0.5769726,0.11535475,0.7339393,0.21315375
0.20894282,0.8775372,0.8460352,0.013780244,0.8155632,0.14373434,0.60565203,0.9948736,0.15471153,0.9671435
0.3465755,0.37501222,0.81666785,0.07488469,0.92577815,0.032332707,0.44558796,0.94188356,0.20720446,0.998027
0.92957467,0.9945352,0.71545815,0.71429473,0.16690464,0.68553233,0.40457967,0.83163786,0.19715783,0.009088176
0.11586126,0.005622331,0.3111956,0.42284313,0.8645331,0.27156046,0.5555747,0.08479598,0.8040017,0.99194443
0.51494706,0.6826527,0.66340494,0.3632687,0.75411826,0.64134914,0.6050465,0.28115627,0.5543113,0.4844091
0.46441102,0.02357201,0.376546,0.69176656,0.6357759,0.023759497,0.24121626,0.652418,0.37068084,0.99651694
0.30099267,0.45519745,0.4931038,0.15199824,0.28228706,0.06619501,0.34902564,0.99496955,0.1592261,0.945567
0.17987576,0.013761107,0.19263443,0.72118306,0.609509,0.7382833,0.59608054,0.02393431,0.88285524,0.7229137
0.8908845,0.99806005,0.8728474,0.3106281,0.4683246,0.74594766,0.5564148,0.8677217,0.18626451,0.019040633
0.6932877,0.9925504,0.8766165,0.1354311,0.7603558,0.8515292,0.71134627,0.6557485,0.35556024,0.05905667
0.9304321,0.5338231,0.80122787,0.8894219,0.93100995,0.12373212,0.324642,0.026268214,0.4356727,0.94025975
0.5997437,0.82866776,0.6941747,0.26611707,0.5293613,0.19753565,0.42573503,0.9364079,0.21777281,0.752062
0.643696,0.70047307,0.64857537,0.40315807,0.5342923,0.14869465,0.37574455,0.88622016,0.2398709,0.8311882
0.5853912,0.8717153,0.57656807,0.3804995,0.32339513,0.55962926,0.49899662,0.85015976,0.33919784,0.18858498
0.84167665,0.8619242,0.90554386,0.2870783,0.9240757,0.025674798,0.32278943,0.8651728,0.120313875,0.99097204
0.65674555,0.89330685,0.72730255,0.26601014,0.5169336,0.20067638,0.41975477,0.94713265,0.19068481,0.6877032
0.0465492,0.48703793,0.37782803,0.046487667,0.4334546,0.95940804,0.8371505,0.7248751,0.76798755,0.09746843
0.7253011,0.2509287,0.22878309,0.9164901,0.109681375,0.278728,0.25900358,0.54957587,0.42944226,0.33302945
0.5408102,0.44543272,0.5660214,0.4978333,0.6420966,0.3561611,0.47427672,0.448576,0.47132793,0.745849
0.35749966,0.43442017,0.057064533,0.81955904,0.003184095,0.7700189,0.33381307,0.9769449,0.42880887,0.005302511
0.81924474,0.94781613,0.7454976,0.65944165,0.7298457,0.8987161,0.64153224,0.048448082,0.6207592,0.036207866
0.5535029,0.41805157,0.35036305,0.69135505,0.23576099,0.4487992,0.4056562,0.6268037,0.4640948,0.34052375
0.45709422,0.08242812,0.21216829,0.83515084,0.24931067,0.4443012,0.38756302,0.2558129,0.64316964,0.52917033
0.44767445,0.741053,0.87010056,0.041120864,0.86043626,0.0106108105,0.34940305,0.996834,0.06892852,0.9983736
0.2793305,0.85639465,0.5776521,0.14133671,0.46009922,0.87158227,0.71215117,0.7446825,0.5439056,0.09552199
0.11181047,0.061507374,0.211101,0.26997247,0.22382995,0.31565264,0.47701943,0.9215259,0.51829207,0.84952456
0.84522426,0.7798413,0.72571456,0.7249619,0.7487915,0.33221745,0.4157195,0.19956501,0.40071064,0.599244
0.7133739,0.09667019,0.27246445,0.9698296,0.6318884,0.91856533,0.5585262,0.0006634045,0.91772854,0.08750644
0.12501326,0.2549626,0.7155105,0.0661484,0.95506877,0.70045286,0.7854246,0.1761119,0.74166775,0.9277794
0.7958495,0.92312545,0.7128175,0.70995873,0.76147646,0.9430807,0.685274,0.016327977,0.7297272,0.024135431
0.120031334,0.31889924,0.550676,0.105666496,0.8157932,0.8500336,0.77782047,0.26733363,0.75951,0.58216786
0.3290458,0.3880766,0.5328186,0.45020768,0.8272554,0.9401891,0.76434666,0.016217267,0.8597404,0.17685337
0.47998002,0.62817085,0.49684125,0.3649168,0.31202242,0.2821834,0.4207823,0.92428404,0.2990287,0.6017244
0.86290133,0.8329888,0.6948584,0.6993655,0.5231677,0.13872962,0.30279106,0.7275522,0.2161756,0.6923444
0.72125846,0.95789355,0.4607201,0.64988565,0.114612,0.89338267,0.5374056,0.6621716,0.44564852,0.005479381
0.09576917,0.008807682,0.124359585,0.68074965,0.487064,0.89232045,0.67593044,0.018227097,0.9293058,0.4618209
0.09443969,0.19582857,0.34195518,0.13204823,0.42900792,0.6826557,0.66169345,0.80246955,0.63085777,0.60950077
0.06893486,0.023040324,0.1964839,0.3188445,0.50140864,0.75863665,0.6685065,0.23073354,0.8356228,0.72362566
0.42341742,0.02422897,0.36029193,0.71794856,0.69354683,0.08162364,0.32860416,0.28199133,0.54483145,0.9882957
0.58751786,0.87837374,0.6557684,0.30262327,0.45536885,0.45375144,0.5007738,0.8673235,0.3041294,0.3593282
0.15790895,0.32829526,0.19000262,0.33907476,0.0863733,0.80433095,0.57807606,0.8839968,0.5931067,0.09114109
0.59409,0.3872722,0.23975694,0.85710937,0.14360009,0.7609821,0.44524196,0.24434602,0.63959235,0.060834665
0.23067361,0.8809301,0.545658,0.067670956,0.21174137,0.51001376,0.57399035,0.99347645,0.23884736,0.29939467
0.8594213,0.8339111,0.6280381,0.8252912,0.5479532,0.5974114,0.4395641,0.13296689,0.48220205,0.15971394
0.9004278,0.99400985,0.9513908,0.18575223,0.9109698,0.21374197,0.49343985,0.83152944,0.12844159,0.693297
0.71855384,0.90177184,0.72989136,0.4278911,0.642721,0.534501,0.52194875,0.5408212,0.37273058,0.3194689
0.30061212,0.44486192,0.15667626,0.68206114,0.061776638,0.9417792,0.59658813,0.4408677,0.7330833,0.008995226
0.4724572,0.97864497,0.7434997,0.12138603,0.50760406,0.89106935,0.71896434,0.8124251,0.41774005,0.03712232
0.45199892,0.14387895,0.2519312,0.72796637,0.20058978,0.26823878,0.34426886,0.6981585,0.46902165,0.6616617
0.78155637,0.45356742,0.8368191,0.5525948,0.96214217,0.11186929,0.4315775,0.09982707,0.4227928,0.9841547
